CaseID,Opened,Closed,Updated,Status,Status Notes,Responsible Agency,Category,Request Type,Request Details,Address,Street,Supervisor District,Neighborhood,Police District,Latitude,Longitude,Point,Source,Media URL
10577938,03/08/2019 11:04:00 AM,03/09/2019 01:10:01 AM,03/09/2019 01:10:01 AM,Closed,meter shop has closed this request,DPT Meter_Bike Queue,Damaged Property,Damaged Parking_Meter,Parking_Meter,Intersection of ELLIS ST and JONES ST,ELLIS ST,6,Tenderloin,TENDERLOIN,37.784866333008,-122.412780761719,"(37.78486633, -122.41278076)",Phone,
10577948,03/08/2019 11:06:00 AM,03/22/2019 11:03:02 AM,03/22/2019 11:03:02 AM,Closed,Customer may follow up with Muni Customer Service if desired at 415.701.5649 or MuniCustomerService@SFMTA.com,MUNI Work Queue,MUNI Feedback,MUNI - Services_Service_Delivery_Facilities,608_Station_Stop_Appearance_Maintenance,Intersection of UNION ST and VAN NESS AVE,UNION ST,3,Union Street,NORTHERN,37.798553466797,-122.423980712891,"(37.79855347, -122.42398071)",Phone,
10577953,03/08/2019 11:06:00 AM,03/14/2019 03:01:00 PM,03/14/2019 03:01:00 PM,Closed,03-14-19 GOA @ 0732 HOURS #338,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle -,TAN/BROWN  -  -  - 7kom358,"225 BARNEVELD AVE, SAN FRANCISCO, CA, 94124",BARNEVELD AVE,10,Produce Market,BAYVIEW,37.744625091553,-122.402809143066,"(37.74462509, -122.40280914)",Phone,
10577954,03/08/2019 11:07:00 AM,03/08/2019 11:19:00 AM,03/08/2019 11:19:00 AM,Closed,"DPH Environmental Health
Healthy Housing & Vector Control Program
415-252-3805",DPH - Environmental Health - G,General Request - DPH,mailing_request,environmental_health - mailing_request,"1502 WILLARD ST, SAN FRANCISCO, CA, 94117",WILLARD ST,5,Parnassus Heights,PARK,37.762607574463,-122.453842163086,"(37.76260757, -122.45384216)",Phone,
10577955,03/08/2019 11:07:00 AM,03/13/2019 08:15:00 AM,03/13/2019 08:15:00 AM,Closed,#10587466,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicles,DPT Abandoned Vehicles Low,"865 NORIEGA ST, SAN FRANCISCO, CA, 94122",NORIEGA ST,7,Golden Gate Heights,TARAVAL,37.7548528,-122.4727233,"(37.7548528, -122.4727233)",Web,
10577962,03/08/2019 11:09:00 AM,03/08/2019 11:19:00 AM,03/08/2019 11:19:00 AM,Closed,"Please resubmit, the cross street did not pick up. It shows as sampson and end. Please provide a cross street or address. Thank you",311 Supervisor Queue,Street and Sidewalk Cleaning,Bulky Items,Furniture,Intersection of SAMPSON AVE and END,SAMPSON AVE,10,Candlestick Point SRA,BAYVIEW,37.709665,-122.391994,"(37.709665, -122.391994)",Mobile/Open311,
10577966,03/08/2019 11:10:00 AM,03/12/2019 11:30:01 AM,03/12/2019 11:30:01 AM,Closed,meter shop has closed this request,DPT Meter_Bike Queue,Damaged Property,Damaged Parking_Meter,Parking_Meter,"640 DAVIS ST, SAN FRANCISCO, CA, 94111",DAVIS ST,3,Northern Waterfront,CENTRAL,37.798427581787,-122.39794921875,"(37.79842758, -122.39794922)",Phone,
10577975,03/08/2019 11:11:00 AM,03/13/2019 05:03:02 PM,03/13/2019 05:03:02 PM,Closed,Customer may follow up with Muni Customer Service if desired at 415.701.5649 or MuniCustomerService@SFMTA.com,MUNI Work Queue,MUNI Feedback,MUNI - Services_Service_Delivery_Facilities,601_Delay_No_Show,Intersection of GEARY BLVD and 6TH AVE,GEARY BLVD,1,Inner Richmond,RICHMOND,37.781017303467,-122.464279174805,"(37.7810173, -122.46427917)",Phone,
10577976,03/08/2019 11:11:00 AM,03/08/2019 03:35:00 PM,03/08/2019 03:35:00 PM,Closed,,DPW - Bureau of Street Environmental Services - G,General Request - PUBLIC WORKS,request_for_service,bses - request_for_service,Intersection of BAY SHORE BLVD and WOOLSEY ST,BAY SHORE BLVD,10,Portola,BAYVIEW,37.725593,-122.401439,"(37.725593, -122.401439)",Mobile/Open311,http://mobile311.sfgov.org/reports/10577976/photos
10577981,03/08/2019 11:13:00 AM,03/08/2019 02:19:21 PM,03/08/2019 02:19:21 PM,Closed,Pickup completed.,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Furniture,"500 CAPP ST, SAN FRANCISCO, CA, 94110",CAPP ST,9,Mission,MISSION,37.758605104474,-122.418098260441,"(37.7586051, -122.41809826)",Mobile/Open311,
10577983,03/08/2019 11:13:55 AM,,04/10/2019 09:00:14 AM,Open,accepted,DPW Ops Queue,Graffiti,Graffiti on Building_other,Building_other - Not_Offensive,"2801 FOLSOM ST, SAN FRANCISCO, CA, 94110",FOLSOM ST,9,Mission,MISSION,37.75235748291,-122.413887023926,"(37.75235748, -122.41388702)",Integrated Agency,
10577984,03/08/2019 11:13:56 AM,,05/14/2019 02:10:06 PM,Open,accepted,DPW Ops Queue,Graffiti,Graffiti on Building_other,Building_other - Not_Offensive,"2948 24TH ST, SAN FRANCISCO, CA, 94110",24TH ST,9,Mission,MISSION,37.752826690674,-122.410827636719,"(37.75282669, -122.41082764)",Integrated Agency,
10577985,03/08/2019 11:13:57 AM,,03/14/2019 09:00:01 AM,Open,accepted,DPW Ops Queue,Graffiti,Graffiti on Building_other,Building_other - Not_Offensive,"2950 24TH ST, SAN FRANCISCO, CA, 94110",24TH ST,9,Mission,MISSION,37.752853393555,-122.4111328125,"(37.75285339, -122.41113281)",Integrated Agency,
10577989,03/08/2019 11:15:07 AM,03/10/2019 01:40:37 PM,03/10/2019 01:40:37 PM,Closed,"Agencies responded to request and no encampment in area. Area verified clean.
Close Note:",HSOC Queue,Encampments,Encampment Reports,Encampment Cleanup,"1580 WEBSTER ST, SAN FRANCISCO, CA, 94115",WEBSTER ST,5,Japantown,NORTHERN,37.785066288968,-122.431308621425,"(37.78506629, -122.43130862)",Mobile/Open311,http://mobile311.sfgov.org/reports/10577989/photos
10578003,03/08/2019 11:17:00 AM,03/12/2019 01:40:02 AM,03/12/2019 01:40:02 AM,Closed,meter shop has closed this request,DPT Meter_Bike Queue,Damaged Property,Damaged Parking_Meter,Parking_Meter,Intersection of BAY ST and POWELL ST,BAY ST,3,Fisherman's Wharf,CENTRAL,37.805824279785,-122.411949157715,"(37.80582428, -122.41194916)",Phone,
10578007,03/08/2019 11:18:00 AM,03/08/2019 11:42:49 AM,03/08/2019 11:42:49 AM,Closed,Officer responded to request under CAD # 190671600. Unable to Locate.,Parking Enforcement Dispatch Queue,Parking Enforcement,Blocking_Driveway_Cite_Only,red - Chrysler - 6FWS747,"544 LAIDLEY ST, SAN FRANCISCO, CA, 94131",LAIDLEY ST,8,Glen Park,INGLESIDE,37.73558848,-122.43172654,"(37.73558848, -122.43172654)",Phone,
10578009,03/08/2019 11:19:00 AM,03/08/2019 01:07:58 PM,03/08/2019 01:07:58 PM,Closed,Pickup completed.,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Furniture,Intersection of 42ND AVE and RIVERA ST,42ND AVE,4,Outer Sunset,TARAVAL,37.745693206787,-122.500595092773,"(37.74569321, -122.50059509)",Phone,
10578020,03/08/2019 11:20:00 AM,03/08/2019 04:55:26 PM,03/08/2019 04:55:26 PM,Closed,Pickup completed.,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Boxed or Bagged Items,Intersection of HARNEY WAY and ALANA WAY,HARNEY WAY,10,Candlestick Point SRA,BAYVIEW,37.709095001221,-122.392692565918,"(37.709095, -122.39269257)",Phone,
10578024,03/08/2019 11:20:00 AM,03/13/2019 05:03:03 PM,03/13/2019 05:03:03 PM,Closed,Customer may follow up with Muni Customer Service if desired at 415.701.5649 or MuniCustomerService@SFMTA.com,MUNI Work Queue,MUNI Feedback,MUNI - Services_Service_Delivery_Facilities,603_Switchback,Intersection of WEST PORTAL AVE and ULLOA ST,WEST PORTAL AVE,7,West Portal,TARAVAL,37.74089050293,-122.465827941895,"(37.7408905, -122.46582794)",Phone,
10578017,03/08/2019 11:20:02 AM,,03/08/2019 11:20:03 AM,Open,accepted,PUC Sewer Ops,Sewer Issues,Sewage_back_up,Outofsewervent4inch,"6 REUEL CT, SAN FRANCISCO, CA, 94124",REUEL CT,10,Bayview,BAYVIEW,37.736686706543,-122.382438659668,"(37.73668671, -122.38243866)",Integrated Agency,
10578019,03/08/2019 11:20:16 AM,05/30/2019 07:39:24 AM,05/30/2019 07:39:24 AM,Closed,will be posting these for removal soon as a part of key map 26. they cannot be replaced because of the narrow sidewalks.,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Damaged_vandalism,"464 HICKORY ST, SAN FRANCISCO, CA, 94102",HICKORY ST,5,Hayes Valley,NORTHERN,37.774905,-122.426903333333,"(37.774905, -122.42690333)",Mobile/Open311,http://mobile311.sfgov.org/reports/10578019/photos
10578023,03/08/2019 11:20:27 AM,03/08/2019 11:20:50 AM,03/08/2019 11:20:50 AM,Closed,The report has been logged and will help the City collect data on double parking and bike lane violations to determine target areas and future enforcement efforts. Thank you.,Parking Enforcement Review Queue,Parking Enforcement,Blocking_Bicycle_Lane,Parking Enforcement,Intersection of 9TH ST and DIVISION ST,9TH ST,10,Showplace Square,MISSION,37.769561,-122.40619,"(37.769561, -122.40619)",Mobile/Open311,http://mobile311.sfgov.org/reports/10578023/photos
10578040,03/08/2019 11:23:00 AM,03/12/2019 12:25:18 AM,03/12/2019 12:25:18 AM,Closed,"swept 431-00200-Park, 221-Perez",DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"590 TOWNSEND ST, SAN FRANCISCO, CA, 94103",TOWNSEND ST,6,South of Market,SOUTHERN,37.772194,-122.401192,"(37.772194, -122.401192)",Mobile/Open311,http://mobile311.sfgov.org/reports/10578040/photos
10578039,03/08/2019 11:23:00 AM,03/13/2019 07:37:00 AM,03/13/2019 07:37:00 AM,Closed,,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Damaged_vandalism,"2301 29TH AVE, SAN FRANCISCO, CA, 94116",29TH AVE,4,Parkside,TARAVAL,37.744381214672,-122.48662662902,"(37.74438121, -122.48662663)",Mobile/Open311,
10578044,03/08/2019 11:23:47 AM,03/13/2019 01:23:45 PM,03/13/2019 01:23:45 PM,Closed,SW31 : 0,DPW BSSR Queue,Street Defects,Pavement_Defect,Pavement_Defect,"1483 THOMAS AVE, SAN FRANCISCO, CA, 94124",THOMAS AVE,10,Bayview,BAYVIEW,37.729156314936,-122.389111891242,"(37.72915631, -122.38911189)",Mobile/Open311,http://mobile311.sfgov.org/reports/10578044/photos
10578046,03/08/2019 11:24:00 AM,03/08/2019 02:19:22 PM,03/08/2019 02:19:22 PM,Closed,Pickup completed.,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Boxed or Bagged Items,Intersection of HIGHLAND AVE and MISSION ST,HIGHLAND AVE,8,Holly Park,INGLESIDE,37.737407684326,-122.424041748047,"(37.73740768, -122.42404175)",Phone,
10578049,03/08/2019 11:25:00 AM,03/11/2019 09:13:00 AM,03/11/2019 09:13:00 AM,Closed,Refer to Traffic Signal Shop complaint report 19-0609.  Re-aimed vehicle signal on the northeast corner and replaced damaged visor.,DPT Signal Queue,Damaged Property,Damaged Traffic_Signal,Traffic_Signal,Intersection of STEVENSON ST and 3RD ST,STEVENSON ST,6,South of Market,CENTRAL,37.78702545166,-122.403030395508,"(37.78702545, -122.4030304)",Phone,
10578054,03/08/2019 11:25:00 AM,03/08/2019 02:19:13 PM,03/08/2019 02:19:13 PM,Closed,Pickup completed.,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Boxed or Bagged Items,Intersection of 26TH ST and LUCKY ST,26TH ST,9,Mission,MISSION,37.749336242676,-122.413215637207,"(37.74933624, -122.41321564)",Phone,
10578059,03/08/2019 11:26:00 AM,03/08/2019 12:11:31 PM,03/08/2019 12:11:31 PM,Closed,Officer responded to request under CAD # 190671648.  Citation was issued.,Parking Enforcement Dispatch Queue,Parking Enforcement,Blocking_Driveway_Cite_Tow,white - Honda Pilot - 8EIA836,"434 SHOTWELL ST, SAN FRANCISCO, CA, 94110",SHOTWELL ST,9,Mission,MISSION,37.76131358,-122.41613821,"(37.76131358, -122.41613821)",Phone,
10578061,03/08/2019 11:26:00 AM,,03/08/2019 11:45:06 AM,Open,open,MUNI Work Queue,MUNI Feedback,MUNI - Conduct_Discourteous_Insensitive_Inappropriate_Conduct,301_Discourtesy_to_Customer,"West Portal Playground, , SAN FRANCISCO, CA, 94127",West Portal Playground,7,West Portal,TARAVAL,37.741603851318,-122.465240478516,"(37.74160385, -122.46524048)",Phone,
10578058,03/08/2019 11:26:43 AM,03/12/2019 12:00:00 AM,03/12/2019 12:00:00 AM,Closed,3/12/19 duplicate refer 21384620 active X1104 to BUF 1158881.eym  -,DPW BSM Queue,Sidewalk or Curb,Sidewalk_Defect,Lifted_sidewalk_tree_roots,Intersection of HAYES ST and OCTAVIA ST,HAYES ST,5,Hayes Valley,NORTHERN,37.776698180314,-122.424620690848,"(37.77669818, -122.42462069)",Mobile/Open311,http://mobile311.sfgov.org/reports/10578058/photos
10578060,03/08/2019 11:26:52 AM,03/08/2019 11:35:00 AM,03/08/2019 11:35:00 AM,Closed,emailed customer 1221 is a valid address 3 unit building,Assessor - Public Service,General Request - ASSESSOR RECORDER,other,public_service_exemptions - other,Not associated with a specific address,,,,,0,0,"(0.0, 0.0)",Web,
10578069,03/08/2019 11:27:00 AM,03/08/2019 02:19:12 PM,03/08/2019 02:19:12 PM,Closed,Pickup completed.,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Boxed or Bagged Items,Intersection of DUNCAN ST and GUERRERO ST,DUNCAN ST,8,Noe Valley,INGLESIDE,37.746376037598,-122.422309875488,"(37.74637604, -122.42230988)",Phone,
10578076,03/08/2019 11:30:10 AM,03/08/2019 03:05:58 PM,03/08/2019 03:05:58 PM,Closed,Pickup completed.,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Furniture,"649 ASHBURY ST, SAN FRANCISCO, CA, 94117",ASHBURY ST,5,Haight Ashbury,PARK,37.769415,-122.446974,"(37.769415, -122.446974)",Mobile/Open311,http://mobile311.sfgov.org/reports/10578076/photos
10578083,03/08/2019 11:32:00 AM,,03/14/2019 03:07:14 PM,Open,Open,SFMTA - Temporary Sign Request Printing Queue,Temporary Sign Request,Temporary Sign Request for Moving_residential_property,50 ft zone requested from 03/18/2019 to 03/18/2019,"369 18TH AVE, SAN FRANCISCO, CA, 94121",18TH AVE,1,Inner Richmond,RICHMOND,37.781070709229,-122.477607727051,"(37.78107071, -122.47760773)",Phone,
10578085,03/08/2019 11:32:00 AM,03/08/2019 11:35:00 AM,03/08/2019 11:35:00 AM,Closed,,PUC - Water - G,Sewer Issues,Water_leak,Other,Intersection of KEARNY ST and LOMBARD ST,KEARNY ST,3,Telegraph Hill,CENTRAL,37.803630828857,-122.406585693359,"(37.80363083, -122.40658569)",Phone,
10578084,03/08/2019 11:32:06 AM,03/08/2019 06:40:24 PM,03/08/2019 06:40:24 PM,Closed,WASTE NOT FOUND                                   .,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Electronics,Intersection of SAN BRUNO AVE and BACON ST,SAN BRUNO AVE,9,Portola,BAYVIEW,37.72766474936,-122.40362695141,"(37.72766475, -122.40362695)",Mobile/Open311,
10578086,03/08/2019 11:32:26 AM,03/25/2019 05:17:19 AM,03/25/2019 05:17:19 AM,Closed,Pickup completed,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,City_garbage_can_overflowing,"701 30TH AVE, SAN FRANCISCO, CA, 94121",30TH AVE,1,Outer Richmond,RICHMOND,37.775980338766,-122.490057795486,"(37.77598034, -122.4900578)",Mobile/Open311,
10578091,03/08/2019 11:34:00 AM,03/12/2019 12:25:31 AM,03/12/2019 12:25:31 AM,Closed,,DPW Ops Queue,General Request - PUBLIC WORKS,request_for_service,bsm - request_for_service,"45 BELVEDERE ST, SAN FRANCISCO, CA, 94117",BELVEDERE ST,5,Haight Ashbury,PARK,37.769236,-122.44962,"(37.769236, -122.44962)",Mobile/Open311,http://mobile311.sfgov.org/reports/10578091/photos
10578101,03/08/2019 11:35:00 AM,03/14/2019 07:36:00 AM,03/14/2019 07:36:00 AM,Closed,03/13/2019  @0943 HRS #168,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Car2door,SILVER - HONDA - ACCORD - 4UNX104,"125 RUTLEDGE ST, SAN FRANCISCO, CA, 94110",RUTLEDGE ST,9,Peralta Heights,INGLESIDE,37.74528503418,-122.407012939453,"(37.74528503, -122.40701294)",Phone,
10578100,03/08/2019 11:35:53 AM,03/13/2019 09:09:45 AM,03/13/2019 09:09:45 AM,Closed,03/10/2019. Inspected location. Graffiti located by the entrance of I-280 North at 25th st & Indiana st. Transferred to BSES Public. MY,DPW Ops Queue,Graffiti,Graffiti on Building_commercial,Building_commercial - Offensive,Intersection of INDIANA ST and I-280 N ON RAMP,INDIANA ST,10,Central Waterfront,BAYVIEW,37.752797721465,-122.390566281255,"(37.75279772, -122.39056628)",Mobile/Open311,http://mobile311.sfgov.org/reports/10578100/photos
10578102,03/08/2019 11:36:12 AM,03/08/2019 02:19:13 PM,03/08/2019 02:19:13 PM,Closed,Pickup completed.,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Boxed or Bagged Items,"15 DORLAND ST, SAN FRANCISCO, CA, 94110",DORLAND ST,8,Mission Dolores,MISSION,37.762301088583,-122.424384178476,"(37.76230109, -122.42438418)",Mobile/Open311,http://mobile311.sfgov.org/reports/10578102/photos
10578105,03/08/2019 11:36:43 AM,03/17/2019 09:29:31 AM,03/17/2019 09:29:31 AM,Closed,,DPW Ops Queue,Graffiti,Graffiti on Building_commercial,Building_commercial - Offensive,Intersection of CESAR CHAVEZ ST and MISSISSIPPI ST,CESAR CHAVEZ ST,10,Central Waterfront,BAYVIEW,37.7499,-122.393616666667,"(37.7499, -122.39361667)",Mobile/Open311,http://mobile311.sfgov.org/reports/10578105/photos
10578108,03/08/2019 11:37:00 AM,03/08/2019 12:26:46 PM,03/08/2019 12:26:46 PM,Closed,PRIVATE PROPERTY                                  .,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Furniture,Intersection of IRVING ST and 15TH AVE,IRVING ST,5,Inner Sunset,TARAVAL,37.763751983643,-122.472785949707,"(37.76375198, -122.47278595)",Phone,
10578111,03/08/2019 11:37:00 AM,03/08/2019 02:19:14 PM,03/08/2019 02:19:14 PM,Closed,Pickup completed.,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Mattress,"307 CAPP ST, SAN FRANCISCO, CA, 94110",CAPP ST,9,Mission,MISSION,37.761692047119,-122.418106079102,"(37.76169205, -122.41810608)",Phone,
10578110,03/08/2019 11:37:23 AM,03/08/2019 02:19:21 PM,03/08/2019 02:19:21 PM,Closed,Pickup completed.,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Mattress,"2190 CESAR CHAVEZ ST, SAN FRANCISCO, CA, 94124",CESAR CHAVEZ ST,10,Potrero Hill,BAYVIEW,37.749653936958,-122.399399263096,"(37.74965394, -122.39939926)",Mobile/Open311,http://mobile311.sfgov.org/reports/10578110/photos
10578122,03/08/2019 11:38:00 AM,03/08/2019 11:45:00 AM,03/08/2019 11:45:00 AM,Closed,,PUC - Water - G,Sewer Issues,Water_leak,Other,"3027 FILLMORE ST, SAN FRANCISCO, CA, 94123",FILLMORE ST,2,Union Street,NORTHERN,37.797435760498,-122.435737609863,"(37.79743576, -122.43573761)",Phone,
10578123,03/08/2019 11:38:00 AM,,03/08/2019 01:55:08 PM,Open,Open,SFMTA - Temporary Sign Request Printing Queue,Temporary Sign Request,Temporary Sign Request for Corporate_Events,60 ft zone requested from 03/16/2019 to 03/17/2019,"475 SACRAMENTO ST, SAN FRANCISCO, CA, 94111",SACRAMENTO ST,3,Financial District,CENTRAL,37.793960571289,-122.40071105957,"(37.79396057, -122.40071106)",Phone,
10578116,03/08/2019 11:38:04 AM,07/08/2019 08:32:18 AM,07/08/2019 08:32:18 AM,Closed,,DPW Ops Queue,Illegal Postings,Illegal Postings - Affixed_Improperly,Affixed Improperly,Intersection of CESAR CHAVEZ ST and KANSAS ST,CESAR CHAVEZ ST,10,Produce Market,BAYVIEW,37.749405,-122.401908333333,"(37.749405, -122.40190833)",Mobile/Open311,http://mobile311.sfgov.org/reports/10578116/photos
10578120,03/08/2019 11:38:49 AM,03/08/2019 06:04:14 PM,03/08/2019 06:04:14 PM,Closed,Pickup completed.,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Furniture,"2560 MARIN ST, SAN FRANCISCO, CA, 94124",MARIN ST,10,Produce Market,BAYVIEW,37.748274436542,-122.402867841812,"(37.74827444, -122.40286784)",Mobile/Open311,http://mobile311.sfgov.org/reports/10578120/photos
10578127,03/08/2019 11:39:00 AM,03/19/2019 02:46:00 PM,03/19/2019 02:46:00 PM,Closed,,PUC - Water - Graffiti Queue,Graffiti,Graffiti on Fire_hydrant,Fire_hydrant - Offensive,"95 BAY SHORE BLVD, SAN FRANCISCO, CA, 94124",BAY SHORE BLVD,10,Produce Market,BAYVIEW,37.747931203766,-122.40358891777,"(37.7479312, -122.40358892)",Mobile/Open311,http://mobile311.sfgov.org/reports/10578127/photos
10578125,03/08/2019 11:39:00 AM,03/09/2019 01:23:55 PM,03/09/2019 01:23:55 PM,Closed,,DPW Ops Queue,Graffiti,Graffiti on Pole,Pole - Not_Offensive,"598 GUERRERO ST, SAN FRANCISCO, CA, 94110",GUERRERO ST,8,Mission Dolores,MISSION,37.761536009983,-122.424032718108,"(37.76153601, -122.42403272)",Mobile/Open311,http://mobile311.sfgov.org/reports/10578125/photos
10578128,03/08/2019 11:39:00 AM,03/08/2019 02:19:14 PM,03/08/2019 02:19:14 PM,Closed,Pickup completed.,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Furniture,"2 GUERRERO ST, SAN FRANCISCO, CA, 94103",GUERRERO ST,8,Mint Hill,SOUTHERN,37.770317077637,-122.424797058105,"(37.77031708, -122.42479706)",Phone,
10578129,03/08/2019 11:39:56 AM,03/14/2019 09:18:00 AM,03/14/2019 09:18:00 AM,Closed,"- NRV # 1160672,",DPW BSM Queue,Graffiti,Graffiti on News_rack,News_rack - Offensive,Intersection of GUERRERO ST and 18TH ST,GUERRERO ST,8,Mission Dolores,MISSION,37.761521567626,-122.423922652493,"(37.76152157, -122.42392265)",Mobile/Open311,http://mobile311.sfgov.org/reports/10578129/photos
